id;manufacturer_name;reference;supplier_reference;ean13;description.language
1433;Xtreme Dog;17814;17814;8,43512E+12;El arnés para perros Xtreme Dog PIEMONTE de color rojo está pensado para que los paseos con tu peludo sean más cómodos para ambos. Las zonas de unión están recosidas con refuerzos para evitar que se rompa con los tirones. Tiene varias zonas de ajuste para adaptar al tamaño del perro y cierres de liberación rápida. También dispone de una zona de agarre manual y motivos reflectantes. Como todos los Xtreme Dog dispone de una zona de velcro con una etiqueta reflectante sustituible. Para perros grandes.
1999;Xtreme Dog;17817;17817;8,43512E+12;"<UL>
<LI>Arnés para perros extra resistente.</LI>
<LI>Ergonómico y ajustable en cuello y barriga mediante velcro y cierre de plástico con bloqueo. </LI>
<LI>Fabricado en poliéster</LI>
<LI>Con anilla de acero inoxidable para atar la correa y un asidero de plástico para agarrarlo manualmente. </LI>
<LI>El forro interior además de ser agradable al contacto, es transpirable.</LI></UL>"
2000;Xtreme Dog;17819;17819;8,43512E+12;"<UL>
<LI>Arnés para perros extra resistente.
<LI>Ergonómico y ajustable en cuello y barriga mediante velcro y cierre de plástico con bloqueo. 
<LI>Fabricado en poliéster
<LI>Con anilla de acero inoxidable para atar la correa y un asidero de plástico para agarrarlo manualmente. 
<LI>El forro interior además de ser agradable al contacto, es transpirable.</LI></UL>"
2001;Xtreme Dog;17818;17818;8,43512E+12;"<UL>
<LI>Arnés para perros extra resistente.</LI>
<LI>Ergonómico y ajustable en cuello y barriga mediante velcro y cierre de plástico con bloqueo. </LI>
<LI>Fabricado en poliéster</LI>
<LI>Con anilla de acero inoxidable para atar la correa y un asidero de plástico para agarrarlo manualmente. </LI>
<LI>El forro interior además de ser agradable al contacto, es transpirable.</LI></UL>"
2002;Xtreme Dog;17834;17834;8,43512E+12;"<UL>
<LI>Arnés para perros extra resistente.
<LI>Ergonómico y ajustable en cuello y barriga mediante velcro y cierre de plástico con bloqueo. 
<LI>Fabricado en poliéster
<LI>Con anilla de acero inoxidable para atar la correa y un asidero de plástico para agarrarlo manualmente. 
<LI>El forro interior además de ser agradable al contacto, es transpirable.</LI></UL>"
2005;Xtreme Dog;17833;17833;8,43512E+12;"<UL>
<LI>Arnés para perros extra resistente.</LI>
<LI>Ergonómico y ajustable en cuello y barriga mediante velcro y cierre de plástico con bloqueo. </LI>
<LI>Fabricado en poliéster</LI>
<LI>Con anilla de acero inoxidable para atar la correa y un asidero de plástico para agarrarlo manualmente. </LI>
<LI>El forro interior además de ser agradable al contacto, es transpirable.</LI></UL>"
2006;Xtreme Dog;17830;17830;8,43512E+12;"<UL>
<LI>Arnés para perros extra resistente.</LI>
<LI>Ergonómico y ajustable en cuello y barriga mediante velcro y cierre de plástico con bloqueo. </LI>
<LI>Fabricado en poliéster</LI>
<LI>Con anilla de acero inoxidable para atar la correa y un asidero de plástico para agarrarlo manualmente. </LI>
<LI>El forro interior además de ser agradable al contacto, es transpirable.</LI></UL>"
2007;Xtreme Dog;17831;17831;8,43512E+12;"<UL>
<LI>Arnés para perros extra resistente.</LI>
<LI>Ergonómico y ajustable en cuello y barriga mediante velcro y cierre de plástico con bloqueo. </LI>
<LI>Fabricado en poliéster</LI>
<LI>Con anilla de acero inoxidable para atar la correa y un asidero de plástico para agarrarlo manualmente. </LI>
<LI>El forro interior además de ser agradable al contacto, es transpirable.</LI></UL>"
2008;Xtreme Dog;17832;17832;8,43512E+12;"<UL>
<LI>Arnés para perros extra resistente.</LI>
<LI>Ergonómico y ajustable en cuello y barriga mediante velcro y cierre de plástico con bloqueo. </LI>
<LI>Fabricado en poliéster</LI>
<LI>Con anilla de acero inoxidable para atar la correa y un asidero de plástico para agarrarlo manualmente. </LI>
<LI>El forro interior además de ser agradable al contacto, es transpirable.</LI></UL>"
2009;Xtreme Dog;17820;17820;8,43512E+12;"<UL>
<LI>Arnés para perros extra resistente.</LI>
<LI>Ergonómico y ajustable en cuello y barriga mediante velcro y cierre de plástico con bloqueo. </LI>
<LI>Fabricado en poliéster</LI>
<LI>Con anilla de acero inoxidable para atar la correa y un asidero de plástico para agarrarlo manualmente. </LI>
<LI>El forro interior además de ser agradable al contacto, es transpirable.</LI></UL>"
2010;Xtreme Dog;17821;17821;8,43512E+12;"<UL>
<LI>Arnés para perros extra resistente.</LI>
<LI>Ergonómico y ajustable en cuello y barriga mediante velcro y cierre de plástico con bloqueo. </LI>
<LI>Fabricado en poliéster.</LI>
<LI>Con anilla de acero inoxidable para atar la correa y un asidero de plástico para agarrarlo manualmente. </LI>
<LI>El forro interior además de ser agradable al contacto, es transpirable.</LI></UL>"
2011;Xtreme Dog;17822;17822;8,43512E+12;"<UL>
<LI>Arnés para perros extra resistente.</LI>
<LI>Ergonómico y ajustable en cuello y barriga mediante velcro y cierre de plástico con bloqueo. </LI>
<LI>Fabricado en poliéster.</LI>
<LI>Con anilla de acero inoxidable para atar la correa y un asidero de plástico para agarrarlo manualmente. </LI>
<LI>El forro interior además de ser agradable al contacto, es transpirable.</LI></UL>"
2012;Xtreme Dog;17823;17823;8,43512E+12;"<UL>
<LI>Arnés para perros extra resistente. 
<LI>Ergonómico y ajustable en cuello y barriga mediante velcro y cierre de plástico con bloqueo. 
<LI>Fabricado en poliéster 
<LI>Con anilla de acero inoxidable para atar la correa y un asidero de plástico para agarrarlo manualmente. 
<LI>El forro interior además de ser agradable al contacto, es transpirable.</LI></UL>"
2013;Xtreme Dog;17824;17824;8,43512E+12;"<UL>
<LI>Arnés para perros extra resistente.</LI>
<LI>Ergonómico y ajustable en cuello y barriga mediante velcro y cierre de plástico con bloqueo. </LI>
<LI>Fabricado en poliéster</LI>
<LI>Con anilla de acero inoxidable para atar la correa y un asidero de plástico para agarrarlo manualmente. </LI>
<LI>El forro interior además de ser agradable al contacto, es transpirable.</LI></UL>"
2014;Xtreme Dog;17825;17825;8,43512E+12;"<UL>
<LI>Arnés para perros extra resistente.</LI>
<LI>Ergonómico y ajustable en cuello y barriga mediante velcro y cierre de plástico con bloqueo. </LI>
<LI>Fabricado en poliéster</LI>
<LI>Con anilla de acero inoxidable para atar la correa y un asidero de plástico para agarrarlo manualmente. </LI>
<LI>El forro interior además de ser agradable al contacto, es transpirable.</LI></UL>"
2015;Xtreme Dog;17826;17826;8,43512E+12;"<UL>
<LI>Arnés para perros extra resistente.</LI>
<LI>Ergonómico y ajustable en cuello y barriga mediante velcro y cierre de plástico con bloqueo. </LI>
<LI>Fabricado en poliéster.</LI>
<LI>Con anilla de acero inoxidable para atar la correa y un asidero de plástico para agarrarlo manualmente. </LI>
<LI>El forro interior además de ser agradable al contacto, es transpirable.</LI></UL>"
2016;Xtreme Dog;17827;17827;8,43512E+12;"<UL>
<LI>Arnés para perros extra resistente. 
<LI>Ergonómico y ajustable en cuello y barriga mediante velcro y cierre de plástico con bloqueo. 
<LI>Fabricado en poliéster 
<LI>Con anilla de acero inoxidable para atar la correa y un asidero de plástico para agarrarlo manualmente. 
<LI>El forro interior además de ser agradable al contacto, es transpirable.</LI></UL>"
2017;Xtreme Dog;17828;17828;8,43512E+12;"<UL>
<LI>Arnés para perros extra resistente.</LI>
<LI>Ergonómico y ajustable en cuello y barriga mediante velcro y cierre de plástico con bloqueo. </LI>
<LI>Fabricado en poliéster</LI>
<LI>Con anilla de acero inoxidable para atar la correa y un asidero de plástico para agarrarlo manualmente. </LI>
<LI>El forro interior además de ser agradable al contacto, es transpirable.</LI></UL>"
2018;Xtreme Dog;17829;17829;8,43512E+12;"<UL>
<LI>Arnés para perros extra resistente.</LI>
<LI>Ergonómico y ajustable en cuello y barriga mediante velcro y cierre de plástico con bloqueo. </LI>
<LI>Fabricado en poliéster. </LI>
<LI>Con anilla de acero inoxidable para atar la correa.</LI>
<LI>Asidero de plástico para agarrarlo manualmente. </LI>
<LI>El forro interior además de ser agradable al contacto, es transpirable.</LI></UL>"
50;;1127;1127;8,43512E+12;"<P>Aceite de salmón escocés prensado en frío a partir de salmón capturado fresco y de manera sostenible. Esto asegura que los ácidos grasos esenciales se conserven mejor. El aceite de salmón es rico en ácidos grasos omega-3 y omega-6 y estos ácidos grasos adicionales tienen un efecto positivo en varias funciones corporales de su mascota. Los ácidos grasos omega-3 mantienen la presión arterial y el colesterol bajos. Los ácidos grasos omega-6 inhiben las respuestas inflamatorias y mantienen la resistencia de su mascota. Además, el aceite de salmón mejora la digestión. Los ácidos grasos también apoyan las funciones de las articulaciones y aseguran una piel sana y un pelaje radiante. </P>
<UL>
<LI>Piel y pelaje brillantes. Mejor metabolismo. 
<LI>Mejora el&nbsp;sistema inmunológico. 
<LI>Efecto beneficioso sobre el corazón y los vasos sanguíneos. 
<LI>Mejora del apetito. 
<LI>Mejora la digestión 
<LI>Mejora la función de las articulaciones. </LI></UL>
<P><STRONG>COMPOSICIÓN</STRONG>: aceite de salmón escocés 100%. Componentes analíticos: Grasas: 98,6%. Cenizas: &lt;0,2%. Fibra: &lt;0,1%. Proteína: 1,1%. Omega 3: 18%. Omega 6: 17,7%. Antioxidante: Tocoferol = Vitamina E. </P>
<P><STRONG>INSTRUCCIONES DE USO:</STRONG>&nbsp;Cada pulsación es de 2 ml. Perros pequeños aproximadamente 2 ml por día. Perro de tamaño mediano: aproximadamente 2x2 ml por día. Perros grandes: aproximadamente 3×2 ml. por día. Ajuste la dosis según sea necesario.</P>"
51;;2115;2115;8,43512E+12;"<UL>
<LI>Utilizar como un regalo o recompensa en cualquier momento, dentro de una dieta equilibrada. </LI>
<LI>El perro debe ser supervisado en todo momento mientras se alimenta. </LI>
<LI>Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. </LI>
<LI>Dejar siempre agua dulce y fresca a disposición de su mascota. </LI></UL>
<P><STRONG>COMPOSICIÓN:</STRONG> Pollo 55%, Piel bovina 37%, Almidón de maíz 2%, Proteína de soja 1,5%, Emulgente Glicerina 2,2%, Edulcorante Sorbitol 2%, Sal 0,2%. Aditivos: Conservante Sorbato de Potasio 0,1% (E-202). </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 54%, Contenido de grasa 4,5%, Ceniza bruta 4,5%, Fibra bruta 1%, Humedad 18 %.</P>"
862;;1129;1129;8,43512E+12;"<UL>
<LI>Aceite de salmón escocés prensado en frío a partir de salmón capturado fresco y de manera sostenible. Esto asegura que los ácidos grasos esenciales se conserven mejor. </LI>
<LI>El aceite de salmón es rico en ácidos grasos omega-3 y omega-6 y estos ácidos grasos adicionales tienen un efecto positivo en varias funciones corporales de su mascota. </LI>
<LI>Los ácidos grasos omega-3 mantienen la presión arterial y el colesterol bajos. Los ácidos grasos omega-6 inhiben las respuestas inflamatorias y mantienen la resistencia de su mascota. Además, el aceite de salmón mejora la digestión. </LI>
<LI>Los ácidos grasos también apoyan las funciones de las articulaciones y aseguran una piel sana y un pelaje radiante. Piel y pelaje brillantes. Mejor metabolismo. </LI>
<LI>Mejor sistema inmunológico. </LI>
<LI>Efecto beneficioso sobre el corazón y los vasos sanguíneos. </LI>
<LI>Mejora del apetito. </LI>
<LI>Apoya el sistema inmunológico </LI>
<LI>Mejora la digestión </LI>
<LI>Mejora la función de las articulaciones. </LI></UL>
<P><STRONG>Composición:</STRONG> aceite de salmón escocés 100%. </P>
<P><STRONG>Componentes analíticos:</STRONG> Grasas: 98,6%. Cenizas: &lt;0,2%. Fibra: &lt;0,1%. Proteína: 1,1%. Omega 3: 18%. Omega 6: 17,7%. Antioxidante: Tocoferol = Vitamina E. </P>
<P><STRONG>Instrucciones de uso:</STRONG> Cada pulsación es de 2 ml. Perros pequeños aproximadamente 2 ml por día. Perro de tamaño mediano: aproximadamente 2x2 ml por día. Perros grandes: aproximadamente 3×2 ml. por día. Ajuste la dosis según sea necesario.</P>"
1696;Natural Dog Snacks;2100;2100;8,43512E+12;"<P>Suministrar como un premio en cualquier momento,&nbsp;dentro&nbsp;de una dieta equilibrada. Los perros deben estar bajo supervisión mientras comen. Mantener en lugar fresco y seco. Suministrar siempre agua en abundancia. </P>
<P><STRONG>COMPOSICIÓN</STRONG>: Carne de pollo 85%, Almidón 5,5%, Proteinas vegetales 3,6%, Sorbitol 3%, Glicerina 2,5%, Sal 0,3%, Sorbato de potasio 0,1%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 50%, Aceites y grasas brutos 4%, Ceniza bruta 4%, Fibra bruta 1,2%, Humedad 18%.</P>"
1697;Natural Dog Snacks;2101;2101;8,43512E+12;"<P>Suministrar como un premio en cualquier momento,&nbsp;dentro de una dieta equilibrada. Los perros deben estar bajo supervisión mientras comen. Mantener en lugar fresco y seco. Suministrar siempre agua en abundancia. </P>
<P><STRONG>COMPOSICIÓN:</STRONG> Carne de pollo 55,8%, Abadejo 26%, Proteinas vegetales 5%, Almidón 5%, Glicerina 4%, Sorbitol 3%, Sal 0,2%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS</STRONG>: Proteína 28%, Aceites y grasas brutos: 5%, Ceniza bruta 4%, Fibra bruta 1,2%, Humedad 18%.</P>"
1698;Natural Dog Snacks;2102;2102;8,43512E+12;"<P>Suministrar como un premio en cualquier momento,&nbsp;dentro de una dieta equilibrada. Los perros deben estar bajo supervisión mientras comen. Mantener en lugar fresco y seco. Suministrar siempre agua en abundancia. </P>
<P><STRONG>COMPOSICIÓN</STRONG>: Carne de pollo 50%, Bacalao 30%, Almidón 6%, Proteinas vegetales 6%, Glicerina 4%, Sorbitol 3,7%, Sal 0,2%, Sorbato de potasio 0,1%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS</STRONG>: Proteína 28%, Aceites y grasas brutos: 5%, Ceniza bruta 4%, Fibra bruta 1,2%, Humedad 18%.</P>"
1699;Natural Dog Snacks;2103;2103;8,43512E+12;"<P>Suministrar como un premio en cualquier momento,&nbsp;dentro de una dieta equilibrada. Los perros deben estar bajo supervisión mientras comen. Mantener en lugar fresco y seco. Suministrar siempre agua en abundancia. </P>
<P><STRONG>COMPOSICIÓN:</STRONG> Carne de pollo 97%, Sorbitol vegetal 2,7%, Sal 0,2%, Sorbato de potasio 0,1%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 25%, Aceites y grasas brutos: 2%, Ceniza bruta 2%, Fibra bruta 0,2%, Humedad 67%.</P>"
1700;Natural Dog Snacks;2104;2104;8,43512E+12;"<P>Suministrar como un premio en cualquier momento,&nbsp;dentro de una dieta equilibrada. Los perros deben estar bajo supervisión mientras comen. Mantener en lugar fresco y seco. Suministrar siempre agua en abundancia. </P>
<P><STRONG>COMPOSICIÓN:</STRONG> Carne de pollo 43%, Patata dulce 48,8%, Sorbitol 2,5%, Glicerina 2,5%, Proteinas vegetales 2%, Almidón 1%, Sal 0,1%, Sorbato de potasio 0,1%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 16%, Aceites y grasas brutos: 4%, Ceniza bruta 4%, Fibra bruta 1,2%, Humedad 18%.</P>"
1701;Natural Dog Snacks;2105;2105;8,43512E+12;"<P>Utilizar como un regalo o recompensa en cualquier momento, dentro&nbsp;de una dieta equilibrada. El perro debe ser supervisado en todo momento mientras se alimenta. antener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </P>
<P><STRONG>COMPOSICIÓN:</STRONG> Carne de pato 81,6%, Almidón 5%, Proteinas vegetales 5%, Sorbitol 4%, Glicerina 4%, Sal 0,3%, Sorbato de potasio 0,1%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 45%, Aceites y grasas brutos: 5%, Ceniza bruta 4%, Fibra bruta 1%, Humedad 18%.</P>"
1702;Natural Dog Snacks;2106;2106;8,43512E+12;"<P>Utilizar como un regalo o recompensa en cualquier momento, dentro&nbsp;de una dieta equilibrada. El perro debe ser supervisado en todo momento mientras se alimenta. antener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </P>
<P><STRONG>COMPOSICIÓN:</STRONG> Carne de pato 50%, Bacalao 30%, Almidón 6%, Proteinas vegetales 6%, Glicerina 4%, Sorbitol 3,7%, Sal 0,2%, Sorbato de potasio 0,1%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 28%, Aceites y grasas brutos: 5%, Ceniza bruta 4%, Fibra bruta 1,2%, Humedad 18%.</P>"
1703;Natural Dog Snacks;2107;2107;8,43512E+12;"<P>Utilizar como un regalo o recompensa en cualquier momento, dentro de una dieta equilibrada. El perro debe ser supervisado en todo momento mientras se alimenta. antener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </P>
<P><STRONG>COMPOSICIÓN:</STRONG> Carne de pato 97%, Sorbitol vegetal 2,7%, Sal 0,2%, Sorbato de potasio 0,1%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 25%, Aceites y grasas brutos: 2%, Ceniza bruta 2%, Fibra bruta 0,2%, Humedad 67%.</P>"
1704;Natural Dog Snacks;2108;2108;8,43512E+12;"<P>Utilizar como un regalo o recompensa en cualquier momento, dentro&nbsp;de una dieta equilibrada. El perro debe ser supervisado en todo momento mientras se alimenta. antener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </P>
<P><STRONG>COMPOSICIÓN:</STRONG> Carne de conejo 70%, Proteinas vegetales 8,6%, Harina de arroz 6,5%, Almidón 5,5%, Sorbitol 4,5%, Glicerina 4,5%, Sal 0,3%, Sorbato de potasio 0,1%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS</STRONG>: Proteína 33%, Aceites y grasas brutos: 5,5%, Ceniza bruta 4,5%, Fibra bruta 1,2%, Humedad 18%.</P>"
1705;Natural Dog Snacks;2109;2109;8,43512E+12;"<P>Utilizar como un regalo o recompensa en cualquier momento, dentro de una dieta equilibrada. El perro debe ser supervisado en todo momento mientras se alimenta. antener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </P>
<P><STRONG>COMPOSICIÓN:</STRONG> Carne de cordero 60%, Derivados del cordero 11%, Proteinas vegetales 8,6%, Harina de arroz 6%, Almidón 5,5%, Glicerina 4,5%, Sorbitol 4%, Sal 0,3%, Sorbato de potasio 0,1%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 30%, Aceites y grasas brutos: 5,5%, Ceniza bruta 4,5%, Fibra bruta 1,2%, Humedad 18%.</P>"
1706;Natural Dog Snacks;2110;2110;8,43512E+12;"<P>Utilizar como un regalo o recompensa en cualquier momento, dentro&nbsp;de una dieta equilibrada. El perro debe ser supervisado en todo momento mientras se alimenta. antener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </P>
<P><STRONG>COMPOSICIÓN:</STRONG> Carne de ternera 55%, Carne y subproductos de ternera 21%, Proteinas vegetales 8,7%, Almidón 5,9%, Glicerina 4,5%, Sorbitol 4,5%, Sal 0,3%, Sorbato de potasio 0,1%.</P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 30%, Aceites y grasas brutos: 5,5%, Ceniza bruta 4,5%, Fibra bruta 1,2%, Humedad 18%.</P>"
1707;Natural Dog Snacks;2111;2111;8,43512E+12;"<P>Utilizar como un regalo o recompensa en cualquier momento, dentro de una dieta equilibrada. El perro debe ser supervisado en todo momento mientras se alimenta. antener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </P>
<P><STRONG>COMPOSICIÓN:</STRONG> Bacalao 92%, Almidón 3,7%, Glicerina 2%, Sorbitol 2%, Sal 0,3%, Sorbato de potasio 0,1%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 30%, Aceites y grasas brutos 4,5%, Ceniza bruta 4,5%, Fibra bruta 1,2%, Humedad 18%.</P>"
1708;Natural Dog Snacks;2112;2112;8,43512E+12;"<P>Utilizar como un regalo o recompensa en cualquier momento, dentro&nbsp;de una dieta equilibrada. El perro debe ser supervisado en todo momento mientras se alimenta. antener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </P>
<P><STRONG>COMPOSICIÓN:</STRONG> Salmón 92%, Almidón 3,7%, Glicerina 2%, Sorbitol 2%, Sal 0,2%, Sorbato de potasio 0,1%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 30%, Aceites y grasas brutos 5,5%, Ceniza bruta 4,5%, Fibra bruta 1,2%, Humedad 18%.</P>"
1709;Natural Dog Snacks;2113;2113;8,43512E+12;"<P>Utilizar como un regalo o recompensa en cualquier momento, dentro de una dieta equilibrada. El perro debe ser supervisado en todo momento mientras se alimenta. antener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </P>
<P><STRONG>COMPOSICIÓN:</STRONG> Salmón 82%, Piel de pescado 10%, Almidón 3,7%, Glicerina 2%, Sorbitol 2%, Sal 0,2%, Sorbato de potasio 0,1%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 35%, Aceites y grasas brutos 5,5%, Ceniza bruta 5%, Fibra bruta 1,2%, Humedad 18%.</P>"
1710;Natural Dog Snacks;2114;2114;8,43512E+12;"<P>Utilizar como un regalo o recompensa en cualquier momento, dentro&nbsp;de una dieta equilibrada. El perro debe ser supervisado en todo momento mientras se alimenta. antener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </P>
<P><STRONG>COMPOSICIÓN:</STRONG> Pescado seco 100%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 60%, Aceites y grasas brutos: 4,5%, Ceniza bruta 9,5%, Fibra bruta 1,2%, Humedad 10%.</P>"
1711;Natural Dog Snacks;2116;2116;8,43512E+12;"<P>Utilizar como un regalo o recompensa en cualquier momento, dentro de una dieta equilibrada. El perro debe ser supervisado en todo momento mientras se alimenta. Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota. </P>
<P><STRONG>COMPOSICIÓN</STRONG>: Cuero crudo 50%, Pollo 31,8%, Proteinas vegetales 5%, Almidón 5%, Glicerina 4%, Sorbitol 4%, Sal 0,2%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 60%, Aceites y grasas brutos: 3%, Ceniza bruta 4%, Fibra bruta 5%, Humedad 18%.</P>"
1712;Natural Dog Snacks;2117;2117;8,43512E+12;"<P>Utilizar como un regalo o recompensa en cualquier momento, dentro de una dieta equilibrada. El perro debe ser supervisado en todo momento mientras se alimenta. Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota.</P>
<P><STRONG>COMPOSICIÓN:</STRONG> Cuero crudo 68%, Pollo 28%, Proteinas vegetales 1,3%, Glicerina 1%, Sorbitol 1%, Almidón 0,5%, Sal 0,1%, Sorbato de potasio 0,1%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 65%, Aceites y grasas brutos 4,5%, Ceniza bruta 4,5%, Fibra bruta 1%, Humedad 18%.</P>"
1713;Natural Dog Snacks;2130;2130;8,43512E+12;"<P>Suministrar como un premio en cualquier momento, como parte de una dieta equilibrada. Los perros deben estar bajo supervisión mientras comen. Mantener en lugar fresco y seco. Suministrar siempre agua en abundancia. </P>
<P><STRONG>COMPOSICIÓN:</STRONG> Carne de pollo 91%, Proteinas vegetales 2,5%, Glicerina 3,3%, Sorbitol 3%, Sal 0,2%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS</STRONG>: Proteína 56%, Aceites y grasas brutos: 3,6%, Ceniza bruta 3,5%, Fibra bruta 0,5%, Humedad 18%.</P>"
1714;Natural Dog Snacks;2131;2131;8,43512E+12;"<P>Utilizar como un regalo o recompensa en cualquier momento, dentro de una dieta equilibrada. El perro debe ser supervisado en todo momento mientras se alimenta. Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota.</P>
<P><STRONG>COMPOSICIÓN</STRONG>: Carne de pollo 52%, Cuero crudo 41%, Proteinas vegetales 1,5%, Glicerina 2,8%, Sorbitol 2,5%, Sal 0,2%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 60%, Aceites y grasas brutos 5%, Ceniza bruta 4,5%, Fibra bruta 1,2%, Humedad 18%.</P>"
1715;Natural Dog Snacks;2839;2839;8,43512E+12;"<P>Suministrar como un premio en cualquier momento, como parte de una dieta equilibrada. Los perros deben estar bajo supervisión mientras comen. Mantener en lugar fresco y seco. Suministrar siempre agua en abundancia. </P>
<P><STRONG>COMPOSICIÓN</STRONG>: Carne de pollo 91%, Proteinas vegetales 2,5%, Glicerina 3,3%, Sorbitol 3%, Sal 0,2%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 56%, Aceites y grasas brutos: 3,6%, Ceniza bruta 3,5%, Fibra bruta 0,5%, Humedad 18%.</P>"
1716;Natural Dog Snacks;2840;2840;8,43512E+12;"<P>Utilizar como un regalo o recompensa en cualquier momento, dentro de una dieta equilibrada. El perro debe ser supervisado en todo momento mientras se alimenta. Mantener en lugar fresco y seco, así como no exponer directamente a la luz solar. Dejar siempre agua dulce y fresca a disposición de su mascota.</P>
<P><STRONG>COMPOSICIÓN:</STRONG> Carne de pato 91%, Proteinas vegetales 2,5%, Glicerina: 3,3%, Sorbitol 3%, Sal 0,2%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 56%, Aceites y grasas brutos: 4,5%, Ceniza bruta 3,5%, Fibra bruta 0,5%, Humedad 18%.</P>"
1717;Natural Dog Snacks;2841;2841;8,43512E+12;"<P>Suministrar como un premio en cualquier momento, como parte de una dieta equilibrada. Los perros deben estar bajo supervisión mientras comen. Mantener en lugar fresco y seco. Suministrar siempre agua en abundancia. </P>
<P><STRONG>COMPOSICIÓN:</STRONG> Carne de pollo 91%, Proteinas vegetales 2,5%, Glicerina 3,3%, Sorbitol 3%, Sal 0,2%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS</STRONG>: Proteína 56%, Aceites y grasas brutos 3,6%, Ceniza bruta 3,5%, Fibra bruta 0,5%, Humedad 18%.</P>"
1718;Natural Dog Snacks;2843;2843;8,43512E+12;"<P>Suministrar como un premio en cualquier momento, como parte de una dieta equilibrada. Los perros deben estar bajo supervisión mientras comen. Mantener en lugar fresco y seco. Suministrar siempre agua en abundancia. </P>
<P><STRONG>COMPOSICIÓN:</STRONG> Pollo 58,5%, Bacalao 25%, Harina de arroz 5,7%, Proteinas vegetales 2,5%, Glicerina 4,5%, Sorbitol 3,6%, Sal 0,2%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS</STRONG>: Proteína 30%, Aceites y grasas brutos 5,6%, Ceniza bruta 4,5%, Fibra bruta 1,2%, Humedad 18%.</P>"
1719;Natural Dog Snacks;2844;2844;8,43512E+12;"<P>Suministrar como un premio en cualquier momento, como parte de una dieta equilibrada. Los perros deben estar bajo supervisión mientras comen. Mantener en lugar fresco y seco. Suministrar siempre agua en abundancia. </P>
<P><STRONG>COMPOSICIÓN:</STRONG> Pollo 58,5%, Bacalao 25%, Harina de arroz 5,7%, Proteinas vegetales 2,5%, Glicerina 4,5%, Sorbitol 3,6%, Sal 0,2%. </P>
<P><STRONG>COMPONENTES ANALÍTICOS:</STRONG> Proteína 30%, Aceites y grasas brutos 5,6%, Ceniza bruta 4,5%, Fibra bruta 1,2%, Humedad 18%.</P>"
